Accel_x,Accel_y,Accel_z
-0.121,-1.028,0.71
-0.129,-1.034,0.712
-0.126,-1.096,0.712
-0.126,-1.129,0.72
-0.121,-1.146,0.732
-0.121,-1.19,0.738
-0.113,-1.226,0.755
-0.103,-1.244,0.772
-0.081,-1.281,0.783
-0.064,-1.323,0.808
-0.031,-1.343,0.838
-0.003,-1.39,0.849
0.012,-1.431,0.867
0.043,-1.45,0.877
0.077,-1.486,0.878
0.099,-1.5,0.873
0.144,-1.528,0.866
0.169,-1.557,0.845
0.225,-1.566,0.817
0.28,-1.585,0.799
0.303,-1.591,0.755
0.348,-1.603,0.728
0.495,-1.604,0.667
0.41,-1.597,0.601
0.445,-1.574,0.57
0.463,-1.517,0.516
0.503,-1.478,0.481
0.544,-1.387,0.468
0.568,-1.34,0.452
0.61,-1.236,0.441
0.629,-1.098,0.436
0.654,-1.017,0.451
0.68,-0.835,0.466
0.691,-0.645,0.501
0.722,-0.535,0.542
0.751,-0.288,0.565
0.763,-0.01,0.618
0.763,0.148,0.69
0.722,0.494,0.735
0.688,0.87,0.837
0.585,1.046,0.934
0.425,1.384,0.985
0.332,1.55,1.094
0.149,1.861,1.163
0.068,2.117,1.328
-0.038,2.204,1.417
-0.067,2.318,1.586
-0.106,2.348,1.719
-0.141,2.355,1.765
-0.163,2.319,1.818
-0.21,2.286,1.828
-0.25,2.199,1.813
-0.276,2.151,1.777
-0.298,2.144,1.71
-0.232,1.837,1.776
-0.338,1.814,1.516
-0.394,1.918,1.501
-0.396,1.751,1.414
-0.44,1.805,1.359
-0.472,1.752,1.268
-0.529,1.688,1.212
-0.586,1.63,1.089
-0.592,1.609,1.004
-0.525,1.465,0.939
-0.496,1.387,0.89
-0.447,1.352,0.856
-0.391,1.302,0.833
-0.379,1.237,0.895
-0.229,1.188,0.956
-0.235,1.084,0.816
-0.22,1.003,0.774
-0.127,0.981,0.768
-0.072,0.904,0.737
0.056,0.874,0.776
0.114,0.776,0.8
0.171,0.715,0.754
0.188,0.672,0.73
0.21,0.637,0.728
0.256,0.658,0.736
0.28,0.746,0.808
0.294,0.805,0.871
0.271,0.912,1.017
0.253,0.95,1.132
0.231,0.956,1.176
0.224,0.968,1.255
0.226,0.965,1.308
0.242,0.931,1.323
0.255,0.874,1.324
0.295,0.859,1.317
0.299,0.785,1.24
0.366,0.782,1.236
0.379,0.69,1.148
0.374,0.635,1.047
0.385,0.564,1.006
0.399,0.521,0.932
0.416,0.46,0.895
0.414,0.4,0.842
0.406,0.365,0.784
0.391,0.329,0.766
0.388,0.294,0.767
0.371,0.294,0.793
0.349,0.286,0.807
0.311,0.316,0.834
0.276,0.359,0.899
0.254,0.408,0.966
0.209,0.455,1.055
0.156,0.435,1.093
0.147,0.488,1.211
0.194,0.482,1.266
0.2,0.386,1.308
0.227,0.453,1.372
0.256,0.346,1.391
0.297,0.306,1.402
0.309,0.261,1.416
0.301,0.194,1.363
0.261,0.224,1.296
0.331,0.131,1.301
0.253,0.143,1.247
0.215,0.178,1.173
0.205,0.159,1.145
0.177,0.104,1.056
0.087,0.11,0.996
0.025,0.108,0.975
0.006,0.104,0.939
-0.019,0.094,0.915
-0.041,0.087,0.908
-0.039,0.063,0.915
-0.038,0.048,0.937
-0.026,0.007,0.965
-0.007,-0.039,0.98
0.015,-0.081,1.012
0.022,-0.107,1.043
0.037,-0.166,1.057
0.041,-0.238,1.074
0.042,-0.27,1.075
0.039,-0.328,1.052
0.04,-0.358,1.014
0.047,-0.416,0.991
0.047,-0.473,0.956
0.042,-0.496,0.925
0.025,-0.523,0.915
0.018,-0.544,0.907
0.006,-0.547,0.912
-0.014,-0.548,0.917
-0.029,-0.546,0.934
-0.054,-0.544,0.942
-0.066,-0.549,0.956
-0.082,-0.555,0.968
-0.092,-0.571,0.973
-0.092,-0.593,0.974
-0.078,-0.607,0.978
-0.062,-0.644,0.984
-0.057,-0.681,0.998
-0.059,-0.693,1.018
-0.064,-0.706,1.03
-0.063,-0.713,1.05
-0.056,-0.727,1.057
-0.055,-0.743,1.061
-0.058,-0.755,1.056
-0.061,-0.781,1.047
-0.064,-0.802,1.022
-0.063,-0.814,0.997
-0.056,-0.843,0.986
-0.053,-0.874,0.97
-0.048,-0.892,0.954
-0.046,-0.928,0.947
-0.044,-0.944,0.925
-0.039,-0.973,0.885
-0.034,-1.005,0.866
-0.029,-1.046,0.831
-0.02,-1.07,0.803
-0.017,-1.108,0.79
-0.016,-1.248,0.774
-0.009,-1.154,0.77
0.009,-1.179,0.782
0.02,-1.195,0.816
0.041,-1.223,0.84
0.056,-1.249,0.881
0.087,-1.262,0.909
0.122,-1.297,0.915
0.135,-1.319,0.903
0.16,-1.365,0.889
0.198,-1.438,0.804
0.243,-1.466,0.723
0.3,-1.53,0.682
0.362,-1.578,0.6
0.399,-1.596,0.523
0.473,-1.623,0.491
0.54,-1.622,0.436
0.571,-1.606,0.406
0.63,-1.551,0.398
0.653,-1.463,0.39
0.7,-1.403,0.397
0.72,-1.261,0.421
0.754,-1.185,0.46
0.774,-1.017,0.48
0.784,-0.835,0.528
0.803,-0.739,0.551
0.826,-0.529,0.592
0.833,-0.291,0.622
0.842,-0.144,0.635
0.835,0.206,0.684
0.822,0.412,0.769
0.772,0.89,0.823
0.724,1.134,0.943
0.552,1.588,1.01
0.43,2.054,1.16
0.143,2.239,1.246
-0.009,2.7,1.468
-0.293,2.926,1.606
-0.521,3.347,1.921
-0.637,3.692,2.241
-0.867,3.937,2.528
-1.104,3.775,2.655
-1.032,3.975,2.934
-1.201,3.511,2.788
-1.254,3.548,2.806
-1.133,3.277,2.694
-1.077,3.139,2.359
-1.081,2.83,2.137
-1.046,2.728,1.715
-0.842,2.501,1.51
-0.662,2.27,1.118
-0.592,2.042,0.78
-0.461,1.906,0.512
-0.343,1.582,0.397
-0.287,1.411,0.212
-0.183,1.1,0.141
-0.131,0.822,0.051
-0.012,0.688,0.022
0.113,0.434,0.024
0.171,0.33,0.045
0.278,0.167,0.042
0.384,0.041,0.15
0.484,-0.071,0.168
0.489,-0.088,0.203
0.576,-0.107,0.233
0.595,-0.145,0.285
0.59,-0.135,0.325
0.579,-0.142,0.346
0.56,-0.093,0.383
0.52,-0.123,0.363
0.499,0,0.376
0.495,0.012,0.41
0.414,0.076,0.415
0.387,0.177,0.459
0.326,0.227,0.545
0.254,0.33,0.59
0.219,0.356,0.671
0.144,0.39,0.702
0.125,0.406,0.743
0.116,0.413,0.754
0.117,0.395,0.777
0.126,0.383,0.793
0.134,0.363,0.824
0.145,0.351,0.859
0.149,0.332,0.878
0.148,0.329,0.925
0.142,0.332,0.952
0.135,0.343,1.009
0.121,0.358,1.059
0.107,0.377,1.081
0.099,0.385,1.122
0.074,0.416,1.141
0.061,0.432,1.172
0.028,0.448,1.181
0.017,0.474,1.2
-0.003,0.491,1.208
-0.017,0.496,1.222
-0.034,0.494,1.23
-0.047,0.479,1.245
-0.052,0.475,1.267
-0.039,0.496,1.286
-0.056,0.488,1.288
-0.043,0.552,1.321
-0.033,0.501,1.373
-0.05,0.494,1.408
-0.031,0.489,1.425
-0.016,0.483,1.453
-0.005,0.477,1.464
-0.015,0.449,1.465
-0.044,0.434,1.447
-0.04,0.407,1.432
-0.039,0.383,1.378
-0.045,0.324,1.342
-0.053,0.263,1.259
-0.068,0.23,1.219
-0.087,0.165,1.148
-0.089,0.146,1.099
-0.091,0.107,1.078
-0.096,0.07,1.052
-0.096,0.053,1.043
-0.1,0.017,1.039
-0.102,-0.001,1.042
-0.102,-0.013,1.05
-0.093,-0.046,1.069
-0.093,-0.066,1.087
-0.094,-0.085,1.09
-0.096,-0.123,1.083
-0.091,-0.152,1.067
-0.084,-0.173,1.055
-0.06,-0.848,1.112
-0.052,-0.863,1.108
-0.045,-0.886,1.106
-0.044,-0.902,1.111
-0.056,-0.907,1.117
-0.07,-0.91,1.122
-0.071,-0.909,1.126
-0.076,-0.901,1.131
-0.079,-0.892,1.141
-0.081,-0.885,1.142
-0.089,-0.876,1.138
-0.095,-0.869,1.132
-0.103,-0.868,1.138
-0.117,-0.863,1.144
-0.121,-0.862,1.156
-0.12,-0.859,1.16
-0.115,-0.862,1.158
-0.109,-0.881,1.149
-0.105,-0.893,1.133
-0.086,-0.922,1.121
-0.071,-0.955,1.084
-0.033,-0.977,1.034
0.001,-1.031,1.004
0.022,-1.098,0.942
0.069,-1.133,0.907
0.094,-1.209,0.841
0.154,-1.272,0.759
0.229,-1.3,0.716
0.294,-1.348,0.636
0.318,-1.368,0.573
0.371,-1.401,0.549
0.404,-1.41,0.508
0.48,-1.407,0.483
0.556,-1.379,0.478
0.588,-1.324,0.475
0.644,-1.282,0.474
0.667,-1.175,0.474
0.704,-1.115,0.469
0.74,-0.969,0.463
0.751,-0.76,0.463
0.749,-0.623,0.603
0.71,-0.299,0.545
0.686,-0.117,0.642
0.624,0.276,0.693
0.526,0.665,0.793
0.468,0.85,0.898
0.346,1.196,0.953
0.207,1.504,1.055
0.134,1.804,1.147
-0.022,1.953,1.187
-0.097,2.244,1.279
-0.23,2.377,1.462
-0.348,2.598,1.589
-0.453,2.757,1.693
-0.499,2.835,1.896
-0.581,2.9,2.125
-0.529,2.728,2.149
-0.635,2.685,2.159
-0.538,2.674,2.229
-0.549,2.529,2.188
-0.62,2.367,2.07
-0.631,2.276,1.895
-0.619,2.221,1.785
-0.621,2.118,1.565
-0.617,2.057,1.368
-0.593,1.945,1.289
-0.569,1.809,1.149
-0.508,1.738,1.08
-0.456,1.605,0.98
-0.347,1.523,0.905
-0.268,1.35,0.871
-0.231,1.145,0.817
-0.139,1.11,0.795
-0.087,0.95,0.757
0.015,0.87,0.724
0.113,0.728,0.706
0.154,0.662,0.66
0.218,0.549,0.637
0.243,0.453,0.59
0.275,0.416,0.565
0.288,0.351,0.527
0.311,0.341,0.514
0.317,0.222,0.51
0.314,0.281,0.548
0.442,0.203,0.624
0.408,0.161,0.65
0.401,0.203,0.678
0.44,0.162,0.779
0.403,0.168,0.786
0.396,0.301,0.845
0.391,0.293,0.933
0.342,0.368,0.954
0.334,0.393,0.988
0.325,0.392,1.001
0.292,0.4,1.009
0.272,0.395,0.979
0.22,0.36,0.952
0.201,0.428,0.924
0.223,0.362,0.915
0.204,0.362,0.894
0.198,0.368,0.902
0.2,0.326,0.915
0.197,0.307,0.94
0.211,0.274,0.96
0.216,0.175,0.993
0.208,0.175,1.016
0.247,0.149,1.029
0.262,0.109,1.04
0.287,0.066,1.05
0.301,0.013,1.066
0.316,-0.008,1.069
0.315,-0.022,1.062
0.304,-0.024,1.056
0.269,-0.027,1.024
0.255,-0.004,1.005
0.228,-0.014,0.993
0.199,0.001,0.983
0.158,0.01,0.98
0.146,0.031,0.993
-0.081,-0.861,1.103
-0.086,-0.87,1.127
-0.092,-0.873,1.14
-0.084,-0.89,1.164
-0.071,-0.918,1.183
-0.061,-0.961,1.192
-0.041,-0.984,1.196
-0.041,-1.02,1.208
-0.04,-1.041,1.208
-0.036,-1.077,1.202
-0.043,-1.121,1.193
-0.042,-1.15,1.177
-0.051,-1.159,1.167
-0.041,-1.177,1.139
-0.024,-1.19,1.107
0.019,-1.22,1.096
0.065,-1.24,1.082
0.11,-1.257,1.059
0.142,-1.262,1.034
0.173,-1.259,1.016
0.208,-1.243,0.974
0.243,-1.232,0.952
0.281,-1.205,0.905
0.295,-1.183,0.862
0.329,-1.129,0.836
0.344,-1.05,0.791
0.366,-1.003,0.773
0.374,-0.899,0.733
0.391,-0.834,0.715
0.395,-0.671,0.686
0.398,-0.504,0.669
0.395,-0.419,0.661
0.388,-0.249,0.64
0.389,-0.03,0.623
0.398,0.042,0.614
0.402,0.256,0.606
0.392,0.37,0.603
0.374,0.616,0.599
0.32,0.742,0.599
0.155,0.995,0.608
0.185,1.119,0.633
0.104,1.346,0.653
0.055,1.555,0.725
0.015,1.769,0.841
-0.002,1.851,0.906
-0.016,2.023,1.055
-0.057,2.108,1.215
-0.12,2.236,1.285
-0.171,2.307,1.412
-0.258,2.415,1.464
-0.306,2.527,1.54
-0.404,2.573,1.565
-0.453,2.619,1.566
-0.533,2.612,1.512
-0.591,2.557,1.466
-0.599,2.401,1.373
-0.6,2.387,1.311
-0.616,2.214,1.139
-0.576,2.169,1.026
-0.483,2.051,0.991
-0.456,1.87,0.91
-0.399,1.79,0.834
-0.303,1.637,0.806
-0.254,1.558,0.75
-0.183,1.393,0.721
-0.146,1.257,0.695
-0.063,1.188,0.692
-0.024,1.049,0.69
0.033,0.981,0.686
0.076,0.854,0.681
0.099,0.8,0.669
0.138,0.706,0.663
0.132,0.631,0.612
0.182,0.707,0.664
0.204,0.472,0.648
0.163,0.528,0.613
0.22,0.486,0.631
0.223,0.472,0.606
0.241,0.43,0.621
0.244,0.401,0.632
0.237,0.408,0.635
0.256,0.356,0.674
0.276,0.348,0.715
0.292,0.35,0.742
0.296,0.336,0.783
0.27,0.321,0.798
0.255,0.321,0.825
0.223,0.323,0.838
0.184,0.328,0.859
0.167,0.337,0.879
0.14,0.34,0.884
0.132,0.384,0.924
0.135,0.358,0.936
0.128,0.345,0.962
0.129,0.33,0.967
0.141,0.277,0.962
0.142,0.26,0.965
0.15,0.228,0.967
0.154,0.21,0.974
0.165,0.185,0.979
0.178,0.163,1.013
0.203,0.15,1.043
0.211,0.127,1.056
0.207,0.118,1.067
0.193,0.11,1.067
0.182,0.099,1.06
0.159,0.08,1.053
0.164,0.091,1.062
0.16,0.073,1.075
0.146,0.025,1.078
0.146,-0.116,1.086
0.15,-0.021,1.091
0.154,-0.018,1.103
0.157,-0.015,1.111
0.163,-0.026,1.133
0.166,-0.029,1.156
0.172,-0.04,1.162
0.175,-0.041,1.165
0.179,-0.044,1.163
-0.085,-0.644,1.27
-0.067,-0.665,1.272
-0.05,-0.686,1.278
-0.035,-0.723,1.284
-0.029,-0.736,1.283
-0.031,-0.759,1.281
-0.031,-0.772,1.277
-0.022,-0.795,1.275
-0.02,-0.819,1.267
-0.009,-0.836,1.255
0.006,-0.867,1.247
0.019,-0.912,1.23
0.048,-0.936,1.208
0.081,-0.976,1.172
0.115,-1.007,1.149
0.132,-1.027,1.095
0.169,-1.038,1.067
0.195,-1.071,1.016
0.249,-1.103,0.965
0.3,-1.116,0.938
0.324,-1.131,0.881
0.373,-1.13,0.821
0.422,-1.115,0.791
0.446,-1.1,0.732
0.488,-1.047,0.709
0.503,-0.961,0.676
0.526,-0.908,0.657
0.54,-0.782,0.652
0.546,-0.716,0.644
0.554,-0.575,0.643
0.566,-0.43,0.644
0.594,-0.359,0.636
0.621,-0.21,0.629
0.635,-0.132,0.613
0.66,0.061,0.607
0.663,0.298,0.609
0.653,0.425,0.618
0.516,0.673,0.646
0.588,0.796,0.686
0.498,1.042,0.71
0.443,1.163,0.78
0.319,1.365,0.784
0.339,1.597,1.034
0.179,1.624,0.988
0.102,2.012,1.163
0.128,2.08,1.345
0.062,2.155,1.423
0.02,2.212,1.593
-0.046,2.257,1.647
-0.067,2.263,1.757
-0.085,2.244,1.8
-0.229,2.164,1.825
-0.163,2.111,1.772
-0.196,2.008,1.729
-0.203,1.906,1.616
-0.219,1.855,1.545
-0.228,1.78,1.388
-0.248,1.737,1.234
-0.25,1.648,1.164
-0.251,1.561,1.032
-0.246,1.524,0.975
-0.24,1.451,0.879
-0.23,1.413,0.798
-0.233,1.346,0.765
-0.234,1.295,0.719
-0.224,1.272,0.706
-0.197,1.228,0.7
-0.181,1.206,0.712
-0.156,1.165,0.722
-0.139,1.12,0.738
-0.089,1.097,0.75
-0.04,1.056,0.771
-0.02,1.019,0.793
0.014,1.002,0.802
0.04,0.973,0.815
0.05,0.955,0.834
0.064,0.948,0.841
0.072,0.927,0.85
0.083,0.915,0.849
0.101,0.892,0.845
0.113,0.881,0.843
0.142,0.859,0.842
0.152,0.841,0.849
0.171,0.833,0.847
0.176,0.816,0.85
0.178,0.813,0.864
0.187,0.799,0.872
0.162,0.785,0.844
0.163,0.844,0.902
0.199,0.796,0.869
0.209,0.751,0.897
0.172,0.812,0.895
0.189,0.742,0.92
0.168,0.738,0.918
0.147,0.706,0.903
0.129,0.672,0.884
0.149,0.654,0.874
0.148,0.611,0.856
0.132,0.599,0.846
0.118,0.576,0.844
0.107,0.534,0.849
0.098,0.506,0.857
0.137,0.455,0.865
0.162,0.387,0.884
0.226,0.365,0.904
0.254,0.288,0.929
0.268,0.259,0.951
0.284,0.24,0.967
0.283,0.22,0.974
0.282,0.197,0.985
0.281,0.173,0.998
0.28,0.162,1.004
0.266,0.139,1.006
0.255,0.127,0.999
0.233,0.091,0.994
0.223,0.045,0.971
0.19,0.027,0.955
0.173,-0.001,0.929
0.149,-0.017,0.909
0.061,-0.732,1.221
0.053,-0.768,1.235
0.048,-0.779,1.237
0.038,-0.792,1.24
0.034,-0.8,1.24
0.018,-0.804,1.239
0.004,-0.805,1.235
0,-0.806,1.236
-0.001,-0.814,1.237
-0.002,-0.822,1.234
-0.002,-0.832,1.22
-0.007,-0.853,1.207
-0.003,-0.891,1.188
0.009,-0.904,1.178
0.015,-0.939,1.168
0.033,-0.953,1.162
0.05,-0.976,1.157
0.058,-0.984,1.149
0.069,-0.991,1.146
0.071,-0.992,1.133
0.076,-0.991,1.117
0.083,-0.989,1.107
0.086,-0.992,1.091
0.1,-0.994,1.074
0.119,-0.999,1.066
0.138,-1.011,1.049
0.147,-1.019,1.034
0.167,-1.037,1.029
0.177,-1.045,1.017
0.202,-1.059,1.012
0.235,-1.056,0.995
0.254,-1.053,0.981
0.293,-1.04,0.974
0.33,-1.02,0.958
0.346,-0.989,0.953
0.375,-0.972,0.951
0.399,-0.937,0.935
0.412,-0.918,0.907
0.442,-0.866,0.892
0.458,-0.807,0.857
0.488,-0.773,0.841
0.523,-0.696,0.799
0.54,-0.652,0.761
0.576,-0.549,0.744
0.591,-0.416,0.713
0.625,-0.341,0.694
0.647,-0.163,0.69
0.649,0.05,0.691
0.64,0.164,0.689
0.601,0.405,0.689
0.571,0.534,0.699
0.515,0.825,0.705
0.468,0.934,0.831
0.442,1.146,0.87
0.289,1.502,0.877
0.217,1.65,0.965
0.184,1.76,1.065
0.104,1.855,1.214
0.029,2.026,1.263
0.011,2.22,1.365
0.007,2.188,1.419
0.002,2.252,1.497
-0.03,2.224,1.542
-0.081,2.225,1.551
-0.107,2.181,1.534
-0.2,2.177,1.504
-0.329,2.189,1.408
-0.394,2.184,1.29
-0.499,2.134,1.226
-0.539,2.108,1.103
-0.592,2.106,0.984
-0.615,2.083,0.854
-0.632,2.041,0.789
-0.63,1.982,0.673
-0.603,1.942,0.597
-0.552,1.843,0.568
-0.524,1.74,0.529
-0.461,1.688,0.528
-0.423,1.582,0.541
-0.34,1.474,0.575
-0.244,1.421,0.624
-0.137,1.317,0.651
-0.082,1.205,0.692
0.013,1.148,0.708
0.057,1.044,0.714
0.132,0.996,0.712
0.184,0.924,0.677
0.222,0.883,0.7
0.309,0.768,0.701
0.323,0.742,0.663
0.372,0.711,0.665
0.406,0.677,0.699
0.463,0.67,0.742
0.498,0.627,0.772
0.511,0.61,0.823
0.536,0.587,0.843
0.544,0.567,0.869
0.561,0.554,0.888
0.549,0.58,0.874
0.549,0.583,0.918
0.528,0.62,0.901
0.488,0.594,0.921
0.457,0.629,0.907
0.431,0.592,0.866
0.407,0.604,0.874
0.405,0.59,0.865
0.377,0.546,0.851
0.39,0.564,0.856
0.393,0.499,0.868
0.382,0.46,0.87
0.366,0.458,0.888
0.342,0.423,0.886
0.332,0.384,0.903
0.318,0.381,0.931
0.313,0.357,0.943
0.304,0.326,0.966
0.282,0.312,0.997
0.278,0.285,1.013
0.282,0.252,1.048
-0.031,-1.003,1.003
-0.033,-1.057,0.995
-0.029,-1.119,0.97
-0.007,-1.148,0.919
0.031,-1.199,0.888
0.059,-1.25,0.82
0.122,-1.279,0.786
0.149,-1.35,0.702
0.204,-1.386,0.617
0.28,-1.447,0.571
0.322,-1.471,0.475
0.408,-1.504,0.431
0.453,-1.518,0.34
0.538,-1.521,0.297
0.616,-1.513,0.212
0.653,-1.377,0.138
0.722,-1.47,0.108
0.756,-1.39,0.056
0.82,-1.335,0.022
0.888,-1.19,0.012
0.918,-0.993,0.01
0.965,-0.861,0.027
0.981,-0.528,0.087
0.986,-0.337,0.191
0.973,0.096,0.254
0.95,0.578,0.395
0.922,0.82,0.49
0.903,1.322,0.715
0.865,1.544,0.958
0.823,1.907,1.057
0.706,2.101,1.298
0.507,2.45,1.426
0.441,2.712,1.624
0.319,2.801,1.706
0.242,3.094,1.859
0.184,3.025,1.883
-0.149,2.89,1.804
-0.22,3.09,1.97
-0.235,2.963,1.942
-0.346,2.74,1.906
-0.449,2.665,1.84
-0.513,2.65,1.854
-0.51,2.457,1.806
-0.513,2.399,1.733
-0.535,2.346,1.701
-0.544,2.312,1.606
-0.566,2.207,1.538
-0.573,2.089,1.396
-0.55,2.038,1.275
-0.494,1.908,1.212
-0.456,1.833,1.108
-0.362,1.692,1.057
-0.318,1.53,0.944
-0.234,1.466,0.888
-0.145,1.338,0.802
-0.098,1.274,0.73
-0.014,1.149,0.696
0.017,1.036,0.627
0.072,0.982,0.592
0.097,0.891,0.533
0.152,0.851,0.494
0.212,0.779,0.48
0.239,0.722,0.468
0.281,0.698,0.467
0.311,0.662,0.468
0.319,0.651,0.477
0.325,0.642,0.486
0.325,0.635,0.509
0.328,0.631,0.515
0.328,0.638,0.533
0.325,0.653,0.57
0.33,0.735,0.602
0.3,0.697,0.644
0.29,0.95,0.714
0.344,0.738,0.793
0.259,0.832,0.808
0.277,0.826,0.921
0.3,0.823,0.959
0.299,0.762,0.965
0.275,0.75,0.968
0.292,0.707,0.964
0.305,0.675,0.942
0.314,0.628,0.924
0.315,0.58,0.89
0.307,0.549,0.851
0.284,0.515,0.833
0.263,0.484,0.806
0.283,0.504,0.823
0.256,0.424,0.784
0.237,0.427,0.804
0.225,0.414,0.809
0.223,0.38,0.817
0.222,0.377,0.84
0.235,0.36,0.884
0.229,0.338,0.893
0.223,0.322,0.936
0.221,0.31,0.978
0.215,0.293,0.984
0.202,0.259,1.003
0.186,0.249,1.027
0.187,0.26,1.077
0.192,0.285,1.111
0.183,0.31,1.195
0.171,0.296,1.24
0.17,0.247,1.321
0.176,0.22,1.365
0.195,0.141,1.375
0.209,0.071,1.377
0.238,0.04,1.355
0.249,-0.026,1.34
0.254,-0.094,1.308
0.263,-0.128,1.261
0.263,-0.181,1.239
0.252,-0.205,1.178
0.223,-0.231,1.014
0.156,-0.207,1.065
0.117,-0.197,1.009
0.037,-0.179,0.986
0.006,-0.169,0.964
-0.074,-0.844,1.098
-0.074,-0.883,1.108
-0.06,-0.949,1.129
-0.054,-1.096,1.158
-0.033,-1.035,1.165
-0.004,-1.119,1.173
0.012,-1.21,1.162
0.033,-1.26,1.15
0.038,-1.349,1.113
0.049,-1.392,1.064
0.073,-1.502,1.044
0.094,-1.588,1.015
0.113,-1.694,0.972
0.161,-1.739,0.926
0.23,-1.797,0.906
0.274,-1.882,0.875
0.355,-1.916,0.851
0.429,-1.967,0.794
0.473,-1.994,0.734
0.549,-2.047,0.7
0.587,-2.068,0.624
0.643,-2.07,0.544
0.68,-2.055,0.504
0.696,-2.024,0.426
0.724,-2.002,0.343
0.751,-1.932,0.303
0.77,-1.817,0.232
0.812,-1.746,0.183
0.858,-1.575,0.172
0.883,-1.378,0.167
0.931,-1.274,0.167
0.992,-1.065,0.193
1.035,-0.948,0.253
1.147,-0.675,0.296
1.207,-0.345,0.398
1.336,-0.155,0.581
1.448,0.292,0.605
1.489,0.56,0.775
1.511,1.06,0.852
1.483,1.572,1.003
1.398,1.869,1.097
1.33,2.43,1.254
1.142,2.67,1.423
0.85,3.078,1.461
0.655,3.253,1.502
0.514,3.61,1.812
0.411,3.414,1.715
-0.07,3.731,1.807
-0.058,3.906,2.231
-0.329,3.787,2.258
-0.62,3.706,2.352
-0.765,3.544,2.454
-0.943,3.423,2.501
-1.014,3.248,2.523
-1.027,2.984,2.454
-1.033,2.846,2.277
-0.996,2.58,2.261
-0.957,2.466,2.085
-0.891,2.259,1.835
-0.892,2.151,1.523
-0.922,2.126,1.364
-0.932,2.118,1.067
-0.908,2.101,0.807
-0.808,2.042,0.695
-0.732,1.935,0.509
-0.547,1.863,0.44
-0.354,1.688,0.338
-0.268,1.591,0.278
-0.105,1.37,0.263
0.095,1.161,0.26
0.112,1.068,0.276
0.225,0.903,0.288
0.278,0.834,0.323
0.366,0.722,0.347
0.41,0.631,0.399
0.486,0.586,0.424
0.532,0.523,0.467
0.55,0.506,0.515
0.578,0.523,0.545
0.586,0.52,0.606
0.542,0.655,0.623
0.586,0.687,0.769
0.571,0.788,0.878
0.5,0.906,0.925
0.472,0.943,1.02
0.439,0.982,1.151
0.412,0.991,1.167
0.332,0.927,1.121
0.253,1.022,1.119
0.268,0.914,1.099
0.244,0.902,1.059
0.219,0.879,0.972
0.207,0.862,0.947
0.206,0.788,0.875
0.191,0.74,0.839
0.163,0.652,0.745
0.173,0.662,0.755
0.224,0.59,0.713
0.209,0.531,0.675
0.196,0.526,0.687
0.201,0.468,0.708
0.217,0.438,0.733
0.231,0.402,0.816
0.268,0.38,0.892
0.304,0.359,0.933
0.312,0.331,1.049
0.321,0.343,1.107
0.327,0.329,1.236
0.338,0.325,1.305
0.354,0.312,1.428
0.358,0.28,1.514
0.376,0.273,1.58
0.399,0.219,1.596
0.4,0.197,1.619
0.386,0.191,1.622
0.373,0.167,1.621
0.345,0.151,1.608
0.332,0.106,1.569
0.32,0.074,1.495
0.237,-1.25,0.553
0.242,-1.277,0.564
0.241,-1.283,0.585
0.239,-1.297,0.595
0.237,-1.302,0.618
0.246,-1.312,0.636
0.247,-1.323,0.663
0.247,-1.335,0.699
0.249,-1.343,0.728
0.241,-1.354,0.739
0.231,-1.363,0.754
0.223,-1.369,0.768
0.209,-1.364,0.776
0.196,-1.341,0.8
0.169,-1.324,0.833
0.135,-1.304,0.851
0.13,-1.291,0.876
0.133,-1.287,0.92
0.118,-1.286,0.942
0.112,-1.29,0.984
0.115,-1.304,1.003
0.116,-1.336,1.031
0.146,-1.375,1.029
0.172,-1.406,1.022
0.189,-1.45,0.994
0.224,-1.472,0.973
0.367,-1.518,0.914
0.276,-1.54,0.843
0.309,-1.564,0.767
0.347,-1.59,0.726
0.37,-1.612,0.638
0.429,-1.624,0.588
0.461,-1.643,0.49
0.528,-1.643,0.396
0.59,-1.63,0.354
0.62,-1.613,0.269
0.672,-1.598,0.203
0.714,-1.558,0.17
0.743,-1.479,0.116
0.815,-1.423,0.097
0.896,-1.28,0.078
0.935,-1.199,0.07
1.004,-1.022,0.074
1.032,-0.79,0.091
1.078,-0.637,0.118
1.092,-0.314,0.17
1.109,-0.134,0.224
1.11,0.241,0.252
1.127,0.585,0.321
1.171,0.772,0.363
1.216,1.198,0.421
1.223,1.729,0.523
1.182,2.013,0.628
1.07,2.554,0.623
0.896,3.03,0.743
0.791,3.257,0.843
0.606,3.605,0.865
0.504,3.797,0.909
0.326,3.804,0.928
0.279,3.696,1.026
0.114,3.803,1.193
-0.052,3.357,1.363
-0.299,3.584,1.28
-0.595,3.534,1.39
-0.637,3.45,1.771
-0.767,3.457,2.099
-0.984,3.491,2.243
-1.188,3.395,2.49
-1.262,3.299,2.492
-1.505,3.157,2.358
-1.442,3.049,2.323
-1.392,2.919,2.033
-1.229,2.631,1.897
-1.116,2.422,1.691
-0.828,2.357,1.582
-0.677,2.106,1.333
-0.392,2.011,1.133
-0.079,1.837,1.069
0.061,1.731,0.907
0.29,1.543,0.837
0.382,1.389,0.768
0.513,1.349,0.735
0.619,1.249,0.68
0.664,1.19,0.639
0.719,1.051,0.621
0.737,0.98,0.603
