Accel_x,Accel_y,Accel_z
0.179,-1.202,0.66
0.208,-1.244,0.686
0.24,-1.294,0.699
0.254,-1.359,0.691
0.282,-1.392,0.68
0.293,-1.442,0.651
0.325,-1.464,0.646
0.357,-1.494,0.635
0.37,-1.506,0.638
0.403,-1.531,0.645
0.431,-1.553,0.67
0.444,-1.564,0.699
0.471,-1.584,0.715
0.475,-1.599,0.753
0.491,-1.597,0.737
0.512,-1.603,0.759
0.53,-1.605,0.778
0.531,-1.595,0.765
0.522,-1.567,0.744
0.522,-1.541,0.729
0.514,-1.501,0.709
0.522,-1.474,0.708
0.54,-1.478,0.671
0.559,-1.475,0.649
0.574,-1.473,0.607
0.61,-1.469,0.589
0.627,-1.485,0.543
0.67,-1.505,0.481
0.7,-1.513,0.452
0.713,-1.509,0.416
0.734,-1.471,0.412
0.738,-1.427,0.413
0.737,-1.4,0.415
0.747,-1.321,0.416
0.761,-1.275,0.412
0.792,-1.185,0.407
0.804,-1.081,0.391
0.821,-1.011,0.392
0.824,-0.833,0.401
0.821,-0.625,0.424
0.813,-0.508,0.434
0.813,-0.268,0.458
0.815,-0.133,0.511
0.823,0.174,0.539
0.81,0.6,0.647
0.749,0.806,0.808
0.64,1.255,0.897
0.558,1.708,1.084
0.353,1.816,1.177
0.235,2.107,1.35
0.012,2.208,1.496
-0.198,2.359,1.569
-0.288,2.407,1.695
-0.376,2.432,1.755
-0.391,2.374,1.85
-0.322,2.278,2.054
-0.294,2.336,2.129
-0.385,1.899,2.043
-0.673,2.255,1.954
-0.652,2.189,1.941
-0.455,2.057,1.958
-0.467,1.948,1.889
-0.48,1.941,1.78
-0.582,1.931,1.651
-0.563,1.787,1.65
-0.486,1.808,1.707
-0.707,1.504,1.412
-0.812,1.644,1.3
-0.813,1.605,1.272
-0.802,1.51,1.189
-0.826,1.452,1.151
-0.804,1.39,1.107
-0.774,1.31,1.009
-0.783,1.277,0.888
-0.679,1.198,0.839
-0.601,1.154,0.801
-0.419,1.082,0.782
-0.32,0.94,0.784
-0.211,0.927,0.74
-0.089,0.863,0.71
-0.004,0.792,0.713
0.141,0.768,0.715
0.205,0.748,0.733
0.331,0.755,0.784
0.445,0.812,0.837
0.486,0.862,0.994
0.502,0.951,1.072
0.492,0.956,1.223
0.478,0.933,1.275
0.48,0.843,1.341
0.498,0.793,1.357
0.527,0.693,1.352
0.54,0.617,1.329
0.554,0.59,1.281
0.553,0.551,1.252
0.549,0.521,1.179
0.547,0.51,1.016
0.538,0.473,1.059
0.528,0.456,0.971
0.509,0.429,0.935
0.498,0.402,0.871
0.472,0.388,0.845
0.455,0.37,0.797
0.409,0.373,0.767
0.347,0.343,0.739
0.309,0.401,0.742
0.318,0.411,0.76
0.31,0.41,0.794
0.286,0.425,0.811
0.276,0.428,0.857
0.267,0.411,0.882
0.253,0.406,0.902
0.255,0.403,0.94
0.268,0.37,0.962
0.274,0.341,1.037
0.258,0.284,1.068
0.287,0.302,1.152
0.274,0.245,1.147
0.263,0.2,1.159
0.16,-1.132,0.785
0.175,-1.19,0.784
0.178,-1.224,0.793
0.183,-1.235,0.813
0.199,-1.261,0.827
0.213,-1.299,0.853
0.235,-1.321,0.857
0.256,-1.359,0.856
0.261,-1.379,0.846
0.266,-1.405,0.845
0.27,-1.4,0.866
0.28,-1.389,0.915
0.306,-1.375,0.941
0.323,-1.378,0.989
0.362,-1.395,1.004
0.386,-1.423,1.03
0.393,-1.419,1.051
0.419,-1.474,1.042
0.424,-1.497,1.006
0.424,-1.512,0.971
0.424,-1.519,0.918
0.427,-1.516,0.891
0.442,-1.483,0.856
0.448,-1.418,0.841
0.46,-1.383,0.836
0.476,-1.308,0.831
0.486,-1.241,0.805
0.5,-1.209,0.765
0.508,-1.147,0.741
0.514,-1.116,0.694
0.533,-1.047,0.67
0.545,-0.966,0.629
0.574,-0.916,0.607
0.583,-0.795,0.566
0.591,-0.702,0.568
0.578,-0.432,0.598
0.56,-0.142,0.693
0.514,-0.013,0.739
0.477,0.197,0.803
0.451,0.402,0.838
0.435,0.489,0.846
0.388,0.662,0.839
0.358,0.855,0.831
0.277,0.955,0.836
0.228,1.141,0.847
0.12,1.222,0.853
0.02,1.359,0.86
-0.022,1.418,0.874
-0.095,1.513,0.883
-0.121,1.559,0.922
-0.142,1.573,0.939
-0.1,1.602,1.035
-0.097,1.585,1.141
0.074,1.529,1.259
0.033,1.527,1.221
-0.007,1.593,1.276
0.013,1.575,1.372
0.029,1.544,1.499
-0.02,1.524,1.533
-0.074,1.615,1.63
-0.169,1.623,1.672
-0.225,1.683,1.747
-0.307,1.674,1.816
-0.368,1.718,1.83
-0.349,1.634,1.949
-0.416,1.62,1.817
-0.483,1.545,1.775
-0.505,1.465,1.676
-0.498,1.433,1.59
-0.5,1.362,1.535
-0.495,1.341,1.471
-0.459,1.286,1.452
-0.443,1.202,1.39
-0.417,1.176,1.344
-0.364,1.121,1.323
-0.337,1.093,1.27
-0.275,1.053,1.248
-0.247,1.015,1.192
-0.195,0.996,1.129
-0.159,0.98,1.094
-0.142,0.967,1.029
-0.113,0.963,0.996
-0.1,0.959,0.929
-0.084,0.969,0.874
-0.066,1.005,0.859
-0.057,1.027,0.864
-0.036,1.062,0.875
-0.022,1.074,0.9
0.011,1.066,0.922
0.051,1.058,0.933
0.104,1.039,0.958
0.13,1.027,0.968
0.134,0.967,0.947
0.262,0.916,1.052
0.27,0.807,1.05
0.277,0.809,1.041
0.304,0.768,1.075
0.336,0.71,1.047
0.341,0.676,1.036
0.355,0.636,1.037
0.375,0.612,1.028
0.356,0.548,0.976
0.34,0.535,1.062
0.39,0.527,1.029
0.359,0.5,0.944
0.339,0.478,0.937
0.328,0.485,0.937
0.31,0.467,0.927
0.303,0.432,0.955
0.266,0.405,0.954
0.216,0.435,0.971
0.211,0.397,0.987
0.192,0.358,1.001
0.192,0.353,1.027
0.211,0.299,1.03
0.224,0.259,1.035
0.252,0.201,1.039
0.268,0.092,1.015
0.274,0.061,1.002
-0.053,-0.723,1.258
-0.084,-0.731,1.256
-0.128,-0.716,1.239
-0.149,-0.73,1.224
-0.164,-0.739,1.176
-0.188,-0.738,1.136
-0.21,-0.743,1.121
-0.221,-0.766,1.092
-0.232,-0.782,1.075
-0.234,-0.82,1.069
-0.229,-0.864,1.058
-0.202,-0.892,1.057
-0.163,-0.954,1.056
-0.143,-1.014,1.054
-0.106,-1.041,1.049
-0.068,-1.09,1.049
-0.053,-1.13,1.054
-0.023,-1.15,1.056
-0.006,-1.18,1.05
0,-1.209,1.044
0.01,-1.226,1.037
0.017,-1.26,1.019
0.02,-1.283,0.997
0.031,-1.323,0.979
0.038,-1.359,0.935
0.063,-1.375,0.881
0.1,-1.407,0.851
0.122,-1.419,0.777
0.191,-1.471,0.732
0.224,-1.496,0.644
0.304,-1.511,0.594
0.399,-1.547,0.486
0.46,-1.565,0.359
0.611,-1.609,0.291
0.695,-1.695,0.133
0.856,-1.756,0.05
1.059,-1.877,-0.129
1.074,-1.937,-0.317
1.186,-2.039,-0.412
1.274,-2.105,-0.672
1.327,-2.135,-0.743
1.342,-2.131,-0.856
1.371,-2.114,-0.892
1.393,-2.033,-0.936
1.4,-1.958,-0.936
1.414,-1.691,-0.891
1.409,-1.326,-0.749
1.371,-0.995,-0.511
1.322,-0.63,-0.375
1.251,-0.019,-0.112
1.111,0.346,0.194
1.064,1.069,0.372
1.038,1.441,0.81
0.82,2.201,1.04
0.712,2.806,1.505
0.519,3.03,1.719
0.427,3.258,2.073
0.122,3.299,2.291
-0.057,3.229,2.349
-0.114,3.012,2.404
-0.145,2.928,2.397
-0.111,2.696,2.365
-0.031,2.598,2.378
0.104,2.603,2.543
0.069,2.071,2.597
0.008,2.128,2.446
-0.281,2.27,2.429
-0.342,2.177,2.435
-0.221,1.988,2.593
-0.631,1.783,2.228
-0.69,2.063,2.433
-0.771,1.972,2.378
-0.965,1.787,2.179
-1.098,1.784,1.89
-1.166,1.861,1.682
-1.191,1.761,1.548
-1.185,1.699,1.329
-1.095,1.657,1.256
-0.958,1.552,1.135
-0.885,1.489,1.007
-0.741,1.339,0.938
-0.671,1.205,0.818
-0.543,1.141,0.769
-0.471,0.999,0.685
-0.334,0.928,0.632
-0.215,0.802,0.605
-0.156,0.768,0.536
-0.055,0.683,0.529
0.066,0.585,0.671
0.059,0.614,0.549
0.07,0.567,0.537
0.096,0.553,0.56
0.136,0.614,0.586
0.16,0.675,0.727
0.2,0.69,0.797
0.213,0.696,0.894
0.223,0.695,0.959
0.244,0.633,0.976
0.25,0.616,1.06
0.278,0.593,1.037
0.312,0.484,1.055
0.327,0.443,1.077
0.348,0.413,1.063
0.352,0.34,1.047
0.309,0.328,1.046
0.323,0.356,1.026
0.303,0.272,0.949
0.266,0.311,0.937
0.251,0.331,0.922
0.223,0.314,0.886
0.184,0.321,0.891
0.176,0.322,0.876
0.159,0.294,0.869
0.149,0.289,0.854
0.125,0.305,0.854
0.119,0.307,0.868
0.095,0.325,0.898
0.079,0.337,0.937
0.073,0.306,0.984
0.126,-1.193,0.737
0.145,-1.238,0.741
0.161,-1.272,0.749
0.164,-1.292,0.752
0.163,-1.298,0.758
0.161,-1.304,0.765
0.153,-1.301,0.763
0.15,-1.297,0.767
0.143,-1.293,0.772
0.139,-1.288,0.773
0.138,-1.297,0.776
0.129,-1.302,0.758
0.142,-1.297,0.771
0.146,-1.334,0.761
0.147,-1.342,0.746
0.155,-1.359,0.733
0.166,-1.365,0.714
0.21,-1.384,0.709
0.233,-1.421,0.683
0.27,-1.431,0.665
0.292,-1.447,0.641
0.345,-1.46,0.623
0.405,-1.49,0.609
0.43,-1.501,0.578
0.467,-1.498,0.563
0.513,-1.486,0.538
0.537,-1.457,0.512
0.588,-1.427,0.509
0.629,-1.325,0.505
0.668,-1.225,0.592
0.7,-1.09,0.637
0.693,-0.939,0.735
0.684,-0.864,0.812
0.693,-0.718,0.849
0.704,-0.52,0.908
0.715,-0.488,0.926
0.714,-0.272,0.962
0.691,-0.14,1.028
0.634,0.142,1.079
0.589,0.288,1.172
0.478,0.557,1.214
0.416,0.69,1.261
0.295,0.933,1.265
0.161,1.133,1.311
0.034,1.265,1.308
-0.018,1.299,1.255
-0.078,1.334,1.213
-0.088,1.343,1.128
-0.071,1.344,1.045
-0.038,1.348,1.011
-0.021,1.356,0.958
-0.001,1.367,0.936
-0.003,1.399,0.916
-0.028,1.427,0.928
-0.038,1.471,0.956
-0.083,1.488,0.933
-0.096,1.515,0.964
-0.139,1.536,0.966
-0.163,1.531,0.995
-0.231,1.519,1.004
-0.201,1.567,1.141
-0.27,1.406,1.012
-0.325,1.489,1.019
-0.368,1.565,1.061
-0.378,1.568,1.092
-0.393,1.556,1.144
-0.454,1.55,1.149
-0.446,1.454,1.221
-0.399,1.395,1.227
-0.347,1.297,1.217
-0.255,1.175,1.213
-0.202,1.042,1.219
-0.105,0.972,1.217
0,0.837,1.214
0.102,0.707,1.184
0.148,0.651,1.171
0.246,0.556,1.168
0.292,0.485,1.153
0.372,0.462,1.155
0.406,0.413,1.144
0.443,0.396,1.132
0.477,0.373,1.126
0.49,0.357,1.107
0.507,0.334,1.092
0.503,0.323,1.08
0.498,0.319,1.056
0.476,0.323,1.04
0.467,0.333,1.008
0.435,0.342,0.979
0.416,0.363,0.963
0.393,0.379,0.948
0.351,0.404,0.94
0.325,0.442,0.928
0.297,0.438,0.944
0.268,0.47,0.936
0.256,0.484,0.94
0.242,0.484,0.947
0.237,0.488,0.976
0.24,0.479,1.009
0.231,0.473,1.025
0.231,0.468,1.06
0.223,0.483,1.076
0.23,0.473,1.116
0.244,0.463,1.138
0.251,0.439,1.175
0.261,0.426,1.213
0.264,0.407,1.229
0.261,0.389,1.262
0.257,0.386,1.288
0.254,0.387,1.308
0.256,0.391,1.313
0.25,0.389,1.319
0.226,0.378,1.305
0.204,0.379,1.297
0.196,0.365,1.255
0.157,0.379,1.222
0.123,0.428,1.217
0.103,0.432,1.185
0.063,0.45,1.185
0.111,-1.841,-0.106
0.129,-1.826,-0.149
0.152,-1.797,-0.156
0.178,-1.766,-0.159
0.202,-1.729,-0.149
0.228,-1.68,-0.131
0.244,-1.525,-0.101
0.284,-1.572,-0.081
0.318,-1.422,0.113
0.322,-1.145,0.167
0.311,-0.997,0.42
0.305,-0.704,0.562
0.31,-0.486,0.831
0.346,-0.394,1.082
0.393,-0.236,1.157
0.419,-0.175,1.291
0.463,-0.089,1.325
0.503,-0.033,1.337
0.523,0.013,1.281
0.571,0.036,1.236
0.597,0.095,1.127
0.649,0.131,1.016
0.684,0.231,0.966
0.691,0.288,0.878
0.688,0.425,0.846
0.683,0.592,0.803
0.656,0.685,0.8
0.513,0.907,0.835
0.581,1.046,0.93
0.499,1.367,1.007
0.437,1.535,1.196
0.315,1.817,1.327
0.192,2.138,1.498
0.314,2.362,1.861
-0.044,1.989,1.637
-0.081,2.253,1.822
-0.11,2.203,1.853
-0.111,2.091,1.872
-0.18,1.914,1.879
-0.218,1.829,1.914
-0.321,1.757,1.899
-0.372,1.652,1.904
-0.43,1.591,1.951
-0.462,1.471,1.957
-0.486,1.416,1.945
-0.534,1.39,1.928
-0.563,1.363,1.88
-0.586,1.348,1.85
-0.582,1.333,1.819
-0.583,1.281,1.707
-0.581,1.269,1.638
-0.559,1.243,1.495
-0.507,1.226,1.415
-0.467,1.166,1.322
-0.414,1.097,1.189
-0.377,1.068,1.081
-0.316,0.999,1.018
-0.29,0.944,0.942
-0.234,0.913,0.882
-0.186,0.858,0.855
-0.162,0.813,0.813
-0.089,0.793,0.799
-0.051,0.767,0.767
0.018,0.764,0.745
0.059,0.798,0.746
0.066,0.841,0.781
0.063,0.93,0.806
0.057,0.98,0.852
0.055,0.994,0.886
0.061,1.005,0.9
0.064,1.016,0.922
0.073,1.026,0.96
0.06,1.03,0.936
0.122,0.94,0.995
0.142,0.934,0.98
0.106,0.858,0.899
0.147,0.874,0.982
0.24,0.782,0.945
0.268,0.73,0.916
0.305,0.666,0.903
0.36,0.63,0.935
0.365,0.569,0.898
0.403,0.523,0.929
0.441,0.424,0.902
0.443,0.392,0.904
0.486,0.383,0.976
0.489,0.366,0.947
0.495,0.311,0.954
0.498,0.324,0.977
0.475,0.354,0.981
0.467,0.426,1.05
0.406,0.414,1.061
0.327,0.478,1.075
0.319,0.387,1.088
0.286,0.343,1.08
0.26,0.381,1.092
0.261,0.331,1.073
0.287,0.237,1.079
0.282,0.217,1.039
0.273,0.163,1.041
0.299,0.04,1.052
0.365,-0.006,1.014
0.434,-0.11,0.996
0.459,-0.243,0.941
0.473,-0.277,0.916
0.462,-0.356,0.854
0.429,-0.39,0.794
0.4,-0.407,0.73
0.383,-0.445,0.705
0.367,-0.476,0.658
0.31,-0.468,0.64
0.239,-0.434,0.648
0.186,-0.392,0.717
0.168,-0.337,0.836
0.135,-0.31,0.9
0.114,-0.259,1.039
0.106,-0.227,1.171
0.095,-0.222,1.287
0.087,-0.235,1.333
-0.244,-0.821,0.963
-0.285,-0.829,0.961
-0.326,-0.849,0.938
-0.374,-0.88,0.901
-0.397,-0.919,0.854
-0.439,-0.948,0.825
-0.472,-1.013,0.724
-0.5,-1.08,0.688
-0.511,-1.113,0.621
-0.526,-1.176,0.589
-0.531,-1.232,0.531
-0.529,-1.257,0.492
-0.517,-1.305,0.47
-0.383,-1.345,0.434
-0.486,-1.356,0.409
-0.47,-1.375,0.397
-0.454,-1.372,0.385
-0.439,-1.371,0.382
-0.398,-1.362,0.381
-0.368,-1.371,0.375
-0.292,-1.387,0.35
-0.198,-1.429,0.328
-0.102,-1.483,0.26
-0.051,-1.508,0.176
0.054,-1.561,0.129
0.15,-1.614,0.015
0.195,-1.639,-0.113
0.282,-1.661,-0.176
0.327,-1.655,-0.288
0.404,-1.645,-0.377
0.488,-1.606,-0.415
0.549,-1.496,-0.469
0.573,-1.411,-0.454
0.61,-1.184,-0.423
0.618,-0.915,-0.321
0.634,-0.739,-0.169
0.638,-0.41,-0.075
0.503,-0.026,0.137
0.611,0.468,0.41
0.593,0.76,0.701
0.549,1.265,0.921
0.515,1.487,1.229
0.402,1.838,1.353
0.328,2.041,1.525
0.206,2.089,1.577
0.176,2.102,1.622
0.216,1.93,1.726
0.41,2.163,1.785
0.284,1.906,1.733
0.219,2.083,1.776
0.273,1.994,1.977
0.358,1.865,2.109
0.344,1.851,2.278
0.223,1.946,2.314
0.197,1.82,2.548
0.205,2.128,2.629
0.25,1.59,2.666
-0.008,1.769,2.601
-0.088,1.956,2.676
-0.166,1.806,2.444
-0.256,1.726,2.243
-0.325,1.666,2.104
-0.334,1.667,1.846
-0.364,1.586,1.688
-0.374,1.557,1.474
-0.353,1.52,1.396
-0.352,1.42,1.186
-0.298,1.381,1.058
-0.216,1.289,1
-0.169,1.224,0.893
-0.094,1.178,0.832
-0.052,1.088,0.747
0.046,1.032,0.707
0.151,0.93,0.705
0.248,0.835,0.7
0.292,0.758,0.694
0.365,0.734,0.722
0.421,0.716,0.742
0.443,0.706,0.812
0.464,0.681,0.834
0.479,0.624,0.883
0.492,0.582,0.935
0.521,0.571,0.981
0.544,0.581,1.007
0.548,0.598,1.066
0.536,0.617,1.092
0.525,0.617,1.121
0.505,0.608,1.126
0.503,0.596,1.127
0.512,0.564,1.12
0.518,0.528,1.088
0.523,0.526,1.067
0.524,0.516,1.011
0.504,0.519,0.959
0.474,0.504,0.95
0.467,0.408,0.886
0.401,0.402,0.873
0.387,0.426,0.835
0.36,0.389,0.831
0.307,0.314,0.783
0.282,0.397,0.783
0.261,0.327,0.764
0.244,0.317,0.77
0.216,0.305,0.803
0.231,0.27,0.832
0.261,0.21,0.852
0.296,0.188,0.89
0.321,0.158,0.943
0.337,0.147,0.98
0.335,0.131,1.042
0.341,0.119,1.081
0.354,0.082,1.105
0.368,0.068,1.139
0.394,0.018,1.148
0.401,0.033,1.157
0.4,-0.024,1.159
0.364,-0.002,1.122
0.328,0.03,1.153
0.33,-0.06,1.159
-0.245,-0.865,0.922
-0.264,-0.895,0.914
-0.272,-0.933,0.894
-0.299,-0.946,0.757
-0.329,-0.971,0.85
-0.346,-0.987,0.819
-0.367,-1.021,0.802
-0.38,-1.056,0.766
-0.381,-1.074,0.731
-0.383,-1.098,0.72
-0.382,-1.109,0.713
-0.386,-1.111,0.709
-0.389,-1.11,0.709
-0.389,-1.103,0.71
-0.385,-1.095,0.712
-0.376,-1.087,0.703
-0.376,-1.089,0.682
-0.385,-1.097,0.668
-0.397,-1.104,0.623
-0.426,-1.102,0.567
-0.447,-1.1,0.535
-0.446,-1.101,0.474
-0.436,-1.126,0.416
-0.397,-1.153,0.386
-0.355,-1.218,0.334
-0.337,-1.251,0.284
-0.3,-1.31,0.132
-0.236,-1.362,0.214
-0.194,-1.405,0.184
-0.093,-1.424,0.173
0.017,-1.444,0.161
0.074,-1.444,0.172
0.175,-1.428,0.181
0.228,-1.368,0.22
0.327,-1.321,0.296
0.424,-1.219,0.34
0.595,-1.1,0.432
0.571,-1.036,0.502
0.674,-0.875,0.526
0.726,-0.651,0.576
0.823,-0.505,0.739
0.89,-0.214,0.711
0.905,0.052,0.797
0.906,0.193,0.836
0.893,0.47,0.88
0.853,0.63,0.899
0.823,1.008,0.956
0.743,1.192,1.115
0.689,1.563,1.063
0.556,1.723,1.147
0.383,1.964,1.167
0.285,2.087,1.226
0.13,2.122,1.273
0.078,2.182,1.373
0.017,2.209,1.556
0.039,2.356,1.565
-0.021,2.307,1.854
0.257,2.122,1.959
0.152,2.15,1.823
0.158,2.221,1.929
0.21,2.066,2.013
0.299,1.941,2.186
0.277,1.886,2.15
0.196,1.752,2.103
0.172,1.701,2.017
0.126,1.604,1.893
0.158,1.487,1.854
0.17,1.434,1.713
0.162,1.336,1.643
0.164,1.253,1.557
0.178,1.15,1.448
0.191,1.097,1.272
0.213,1.001,1.288
0.225,0.964,1.175
0.251,0.894,1.119
0.263,0.848,1.014
0.272,0.752,0.964
0.272,0.703,0.874
0.274,0.61,0.833
0.282,0.523,0.761
0.299,0.485,0.699
0.32,0.419,0.673
0.331,0.393,0.633
0.348,0.351,0.617
0.367,0.322,0.617
0.373,0.313,0.635
0.378,0.313,0.652
0.378,0.322,0.696
0.377,0.337,0.757
0.351,0.403,0.786
0.321,0.427,0.885
0.299,0.573,0.964
0.324,0.452,1.051
0.183,0.491,1.035
0.178,0.729,1.147
0.213,0.6,1.148
0.205,0.649,1.169
0.189,0.699,1.227
0.179,0.693,1.196
0.164,0.644,1.214
0.166,0.645,1.219
0.142,0.564,1.194
0.134,0.695,1.207
0.208,0.553,1.21
0.204,0.435,1.12
0.217,0.436,1.11
0.223,0.415,1.084
0.223,0.359,1.039
0.221,0.346,1.032
0.204,0.298,1.014
0.188,0.285,0.979
0.154,0.26,0.976
0.131,0.235,0.945
0.079,0.215,0.922
0.079,0.204,0.881
0.081,0.187,0.874
0.094,0.144,0.854
0.104,0.125,0.849
0.131,0.075,0.851
-0.079,-1.102,0.873
-0.124,-1.154,0.852
-0.153,-1.174,0.797
-0.213,-1.217,0.76
-0.371,-1.26,0.674
-0.316,-1.28,0.591
-0.376,-1.317,0.555
-0.428,-1.346,0.497
-0.451,-1.358,0.456
-0.496,-1.359,0.441
-0.542,-1.357,0.441
-0.562,-1.356,0.445
-0.591,-1.356,0.451
-0.594,-1.362,0.453
-0.579,-1.363,0.467
-0.526,-1.364,0.472
-0.488,-1.387,0.484
-0.407,-1.404,0.504
-0.325,-1.453,0.511
-0.161,-1.489,0.517
-0.21,-1.499,0.515
-0.117,-1.509,0.51
-0.066,-1.515,0.5
0.027,-1.514,0.469
0.103,-1.494,0.445
0.134,-1.447,0.38
0.179,-1.411,0.317
0.227,-1.325,0.288
0.256,-1.21,0.244
0.311,-1.143,0.212
0.363,-0.995,0.201
0.383,-0.909,0.189
0.415,-0.699,0.192
0.429,-0.445,0.237
0.461,-0.321,0.3
0.512,-0.085,0.337
0.548,0.142,0.409
0.638,0.25,0.488
0.733,0.492,0.523
0.779,0.597,0.575
0.859,0.806,0.596
0.894,1.042,0.642
0.938,1.176,0.675
0.952,1.455,0.777
0.961,1.599,0.93
0.952,1.9,1.044
0.915,2.03,1.185
0.961,2.454,1.42
1.097,2.431,1.664
0.816,2.404,1.621
0.81,2.706,2.022
0.68,2.824,2.057
0.633,2.853,2.293
0.511,2.8,2.351
0.209,2.708,2.343
0.071,2.664,2.284
-0.184,2.546,2.241
-0.26,2.423,2.208
-0.369,2.351,2.14
-0.503,2.201,2.044
-0.593,2.101,2.017
-0.61,1.962,1.954
-0.635,1.902,1.85
-0.65,1.816,1.79
-0.639,1.652,1.666
-0.584,1.708,1.602
-0.504,1.641,1.472
-0.462,1.603,1.336
-0.374,1.526,1.265
-0.327,1.43,1.127
-0.213,1.375,0.986
-0.085,1.271,0.921
-0.027,1.216,0.805
0.082,1.115,0.752
0.129,1.017,0.653
0.212,0.967,0.612
0.295,0.868,0.549
0.333,0.817,0.516
0.407,0.708,0.507
0.441,0.604,0.505
0.506,0.556,0.509
0.534,0.465,0.533
0.591,0.423,0.549
0.689,0.331,0.607
0.644,0.357,0.546
0.786,0.187,0.726
0.855,0.158,0.769
0.769,0.141,0.69
0.739,0.103,0.64
0.744,0.073,0.62
0.744,0.038,0.508
0.665,-0.094,0.553
0.66,-0.051,0.453
0.656,-0.099,0.508
0.67,-0.366,0.386
0.52,-0.23,0.328
0.408,-0.35,0.27
0.361,-0.198,0.291
0.405,-0.199,0.386
0.407,-0.132,0.43
0.424,0.009,0.46
0.456,0.063,0.426
0.365,0.122,0.72
0.34,0.003,0.775
0.311,-0.111,0.985
0.249,-0.092,1.07
0.219,-0.015,1.193
0.195,0.036,1.231
0.23,0.001,1.324
0.213,-0.019,1.334
0.147,-0.033,1.337
0.11,-0.03,1.247
0.045,-0.042,1.194
-0.013,-0.028,1.169
-0.016,-0.061,1.172
0,-0.08,1.187
0.019,-0.182,1.199
0.018,-0.185,1.243
0.084,-0.287,1.225
0.366,-0.501,1.434
0.342,-0.508,1.373
0.235,-0.53,1.202
0.128,-0.46,0.979
0.092,-0.438,1.003
-0.037,-0.343,1.069
-0.131,-0.203,0.956
-0.265,-0.161,0.899
-0.343,-0.121,0.884
-0.368,-0.152,0.83
-0.387,-0.171,0.819
-0.39,-0.196,0.817
-0.367,-0.202,0.805
-0.357,-0.194,0.803
-0.357,-0.179,0.764
-0.347,-0.165,0.778
-0.354,-0.114,0.758
-0.37,-0.102,0.711
-0.373,-0.055,0.73
-0.373,-0.023,0.791
-0.386,0.001,0.813
-0.407,0.007,0.81
-0.427,-0.004,0.783
-0.485,-0.036,0.761
-0.505,-0.043,0.732
-0.505,-0.051,0.778
-0.495,-0.063,0.806
-0.49,-0.044,0.852
-0.491,-0.038,0.874
-0.484,-0.03,0.882
-0.48,-0.023,0.897
-0.479,-0.022,0.904
-0.486,-0.036,0.918
-0.507,-0.073,0.925
-0.518,-0.107,0.948
-0.539,-0.114,0.956
-0.561,-0.122,0.956
-0.574,-0.113,0.951
-0.599,-0.111,0.963
-0.63,-0.087,0.961
-0.632,-0.088,1.037
-0.631,-0.064,1.037
-0.613,-0.037,0.948
-0.603,-0.036,0.867
-0.57,-0.039,0.868
-0.566,0.032,0.927
-0.565,0.047,0.97
-0.559,0.022,0.961
-0.57,0.008,1.037
-0.515,0.073,1.095
-0.487,0.004,1.057
-0.487,0.01,1.039
-0.496,0.044,1.037
-0.497,0.068,1.054
-0.464,0.117,1.07
-0.443,0.11,1.073
-0.429,0.11,1.051
-0.411,0.15,1.031
-0.403,0.142,0.976
-0.41,0.129,0.959
-0.416,0.152,0.956
-0.422,0.158,0.956
-0.409,0.182,0.956
-0.382,0.183,0.918
-0.332,0.187,0.891
-0.306,0.183,0.832
-0.258,0.162,0.794
-0.234,0.141,0.726
-0.206,0.133,0.695
-0.195,0.122,0.694
-0.187,0.074,0.707
-0.176,0.042,0.715
-0.172,-0.016,0.73
-0.171,-0.04,0.746
-0.194,-0.073,0.763
-0.217,-0.089,0.811
-0.284,-0.1,0.834
-0.355,-0.114,0.874
-0.385,-0.118,0.903
-0.427,-0.102,0.905
-0.44,-0.056,0.909
-0.44,-0.037,0.915
-0.425,-0.003,0.918
-0.405,0.014,0.921
-0.395,0.02,0.906
-0.367,0.015,0.881
-0.331,0.012,0.874
-0.303,0.011,0.864
-0.263,0.008,0.86
-0.218,-0.036,0.835
-0.178,-0.056,0.816
-0.116,0.079,0.85
-0.005,-0.219,0.831
0.07,-0.273,0.938
0.091,0.033,0.9
0.022,0.019,0.828
-0.067,0.142,0.812
-0.238,0.143,0.79
-0.181,0.173,0.871
-0.258,0.14,0.914
-0.29,0.101,1.066
-0.39,0.064,1.124
-0.452,-0.046,1.201
-0.523,-0.108,1.364
-0.611,-0.174,1.345
-0.662,-0.209,1.425
-0.72,-0.312,1.447
-0.74,-0.361,1.434
-0.745,-0.366,1.295
-0.652,-0.233,1.227
-0.659,-0.177,1.158
-0.712,-0.077,1.137
-0.721,-0.013,1.093
-0.747,0.015,1.08
-0.738,-0.019,1.154
-0.741,-0.031,1.232
-0.676,-0.108,1.332
-0.617,-0.249,1.363
-0.576,-0.471,1.459
-0.487,-0.52,1.479
-0.42,-0.489,1.471
-0.403,-0.432,1.369
-0.365,-0.273,1.256
-0.384,-0.006,1.091
-0.266,-0.032,1.114
-0.181,-0.005,1.225
-0.127,0.061,1.196
-0.137,0.124,1.136
-0.151,0.087,1.007
-0.15,0.049,0.981
-0.144,-0.047,0.95
-0.151,-0.082,0.915
-0.179,-0.083,0.922
-0.206,-0.09,0.917
-0.236,-0.113,0.872
-0.289,-0.101,0.802
-0.314,-0.097,0.795
-0.292,-0.11,0.821
-0.224,-0.119,0.843
-0.183,-0.128,0.85
